Comment,comment_cleaned,label
1 kata buat kalian para pecandu judi : THOLOLLLLLLLLLLLLLL,1 kata buat kalian para pecandu judi tholollllllllllllll,0
Loh ibu ibu yg di kantor gmn bang,loh ibu ibu yg di kantor gmn bang,0
Pagi pagi beli chip ganggu bejir,pagi pagi beli chip ganggu bejir,0
Beg*😅,beg,0
Kok gue punya temen segoblok itu,kok gue punya temen segoblok itu,0
zeus be like: ayo sinih sama om gadis gadis,zeus be like ayo sinih sama om gadis gadis,0
Lebih ke judi online slot bang :V,lebih ke judi online slot bang v,0
Kan emang tolol yang kecanduan mah,kan emang tolol yang kecanduan mah,0
Wkwkwk,wkwkwk,0
padahal lu juga tukang depo kan.....ngaku aja😂.....tau aja aku lu pernah keceplosan,padahal lu juga tukang depo kan ngaku aja tau aja aku lu pernah keceplosan,0
Teman Gw Main Juday😂,teman gw main juday,0
Ahaha G*bl*pippppp 😂,ahaha g bl pippppp,0
Audio oi audio,audio oi audio,0
Sedekah 2m nyimak😅,sedekah 2m nyimak,0
Temen gue juga sama main zeus,temen gue juga sama main zeus,0
"Teman Gw ada tuh yg beli mobil hasil dari maen slot bang,Dia modal depo 100rb",teman gw ada tuh yg beli mobil hasil dari maen slot bang dia modal depo 1oorb,0
Ahshahah,ahshahah,0
"BANG PLISS BUAT KOMEDI TENTANG BOLA LAGI DONG, ALL NASR VS INTER MIAMI FIX LEBIH RAME LAGI PASTINYA",bang pliss buat komedi tentang bola lagi dong all nasr vs inter miami fix lebih rame lagi pastinya,0
bang eror vid ny gsa suara,bang eror vid ny gsa suara,0
Bang bikin sketsa tentang pinjol dong😂,bang bikin sketsa tentang pinjol dong,0
Up,up,0
@gilang7930 ItU mAiN kEnDi KrAs😱😭😭,agilang793o itu main kendi kras,0
Tolollllll,tolollllll,0
"banyak yg tersindir kah disini, dari pemain, admin slot, artis promosi situs, pemerintah,",banyak yg tersindir kah disini dari pemain admin slot artis promosi situs pemerintah,0
Bang Raha perannya selalu luruuuss wkwk,bang raha perannya selalu luruuuss wkwk,0
"Tapi teman saya pernah gacor dia pas main di toilet, 1,5 M tembus",tapi teman saya pernah gacor dia pas main di toilet 1 5 m tembus,1
Yang main judol tu tolol,yang main judol tu tolol,0
yang main candy crush gimana bang?,yang main candy crush gimana bang,0
Salut sih ama tim May i see 😂,salut sih ama tim may i see,0
"GUA SEBAGAI PEMAIN SLOT, TERSINGGUNG DENGAN STATEMENT ANDA ! 😡",gua sebagai pemain slot tersinggung dengan statement anda i,0
"Ini beneran kejadian sama sodara gw bang, sampe dipecat dari PNS..",ini beneran kejadian sama sodara gw bang sampe dipecat dari pns,0
Untung nya besok jadi duta anti judi,untung nya besok jadi duta anti judi,0
Nyusahinbabiutanggadibayar,nyusahinbabiutanggadibayar,0
Goblok kskwkw,goblok kskwkw,0
"​@KING_BACOTmang eak, trs kalau dia bisa beli mobil apakah itu jg berlaku buat lo?",aking bacotmang eak trs kalau dia bisa beli mobil apakah itu jg berlaku buat lo,0
Khuntul.,khuntul,0
​@asepygselaluditindasHAHAH KOO NGAMOOOK,aasepygselaluditindashahah koo ngamoook,0
"asli gw pas lg berobat ke rs, di ruang tunggu ada cowok nungguin bapaknya berobat sembari main slot",asli gw pas lg berobat ke rs di ruang tunggu ada cowok nungguin bapaknya berobat sembari main slot,0
Inilah ucapan player yang kalah🤣🤣🤣🤣,inilah ucapan player yang kalah,0
Inilah ucapan player yang kalah🤣🤣🤣🤣,inilah ucapan player yang kalah,0
@soobin_orca serius nih beneran.. dia itu habis depo 100rb terus plg kerumah ..pas nyampe dirumah Nendang pintu dia Sambil teriak AYLAAAAAAAAAAA....,asoobin orca serius nih beneran dia itu habis depo 1oorb terus plg kerumah pas nyampe dirumah nendang pintu dia sambil teriak aylaaaaaaaaaaa,0
​@prumdammetal3361emang apa si manfaatnya judi?😂 Panen dosa 😂,aprumdammetal3361emang apa si manfaatnya judi panen dosa,0
Kratos mana bang,kratos mana bang,0
😂😂😂😂,,0
KONTO-,konto,0
pakdhesaitulzz109 gak dosa tuh,pakdhesaitulzz1o9 gak dosa tuh,0
"pakdhesaitulzz109 Hai orang-orang yang beriman, sesungguhnya (meminum) khamar, berjudi, (berkorban untuk) berhala, mengundi nasib dengan panah, adalah termasuk perbuatan syaitan. Maka jauhilah perbuatan-perbuatan itu agar kamu mendapat keberuntungan” (QS. Al Maidah: 90).",pakdhesaitulzz1o9 hai orang orang yang beriman sesungguhnya meminum khamar berjudi berkorban untuk berhala mengundi nasib dengan panah adalah termasuk perbuatan syaitan maka jauhilah perbuatan perbuatan itu agar kamu mendapat keberuntungan qs al maidah 9o,0
pakdhesaitulzz109 lah Lo belajar agama gak sih,pakdhesaitulzz1o9 lah lo belajar agama gak sih,0
pakdhesaitulzz109 masa judi haram aja Lo gak tau,pakdhesaitulzz1o9 masa judi haram aja lo gak tau,0
😂tolollllllllllllll L nya bnyak,tolollllllllllllll l nya bnyak,0
temen w udeh banyak dipecat gara2 slott😢,temen w udeh banyak dipecat gara2 slott,0
11 12 sama pecandu rokok wkwk,11 12 sama pecandu rokok wkwk,0
Bikin Konten tentang di Kampus dong,bikin konten tentang di kampus dong,0
Wadidaw,wadidaw,0
"Bang gua liat lu di bandara ngurah rai 3 minggu lalu,",bang gua liat lu di bandara ngurah rai 3 minggu lalu,0
apalah,apalah,0
Mahjong lg bagus bang...,mahjong lg bagus bang,1
Baik baik orang panjang,baik baik orang panjang,0
Investasi it bray,investasi it bray,0
Kasih Tau gua bentuk dosa tu gmn,kasih tau gua bentuk dosa tu gmn,0
​@gilang7930賭ケグルイましょ,agilang793odu keguruimashiyo,0
Pecandu judi gw tau duit lu banyak... begitu juga dengan dosa kalian😂,pecandu judi gw tau duit lu banyak begitu juga dengan dosa kalian,0
"Keknya yang sebagian komen disini masih kekew kalo masih bisa menangkan judi wkwk😂🤣, bahkan dibodohi sama bandar masih mau wkwk😂🤣",keknya yang sebagian komen disini masih kekew kalo masih bisa menangkan judi wkwk bahkan dibodohi sama bandar masih mau wkwk,0
Gg pais,gg pais,0
tolol,tolol,0
"Kebanyakan munafix Lo semua dosa lah apa lahh, emang Lo manusia suci ! Dosa banyak aja sok suci ngaca lah...",kebanyakan munafix lo semua dosa lah apa lahh emang lo manusia suci i dosa banyak aja sok suci ngaca lah,0
Pliisss bang ini cuman kisah cerpen kan jan sampek ada yg kayak gini,pliisss bang ini cuman kisah cerpen kan jan sampek ada yg kayak gini,0
eh asal lu tau yg bang (ketika mimin judi komen),eh asal lu tau yg bang ketika mimin judi komen,0
SOLUSI NYA SATU BRO.. SURUH MEREKA MIKIR.. KALAU SEMUA PEMAIN MAU MENANG.. MW NGALAHIN BANDAR. NAH YG GAJI KARYAWAN2 DI TMPT JUDI ITU SIAPA NANTI? YG GAJINYA PERORANG BISA 30JT/ BULAN . DARI SINI KITA UDAH AMBIL KESIMPULAN KALAU UANG2 PEMAIN ITU DIPAKAI BUAT GAJI KRYAWAN DAN JUGA MEMPERKAYA BANDAR2NYA..  INI SOLUSI BUAT YG MSH BISA MIKIR AJA. KALAU GK BISA YA SOLUSINYA CUMA BUNUH DIRI AJA WKKWKWWKW,solusi nya satu bro suruh mereka mikir kalau semua pemain mau menang mw ngalahin bandar nah yg gaji karyawan2 di tmpt judi itu siapa nanti yg gajinya perorang bisa 3ojt bulan dari sini kita udah ambil kesimpulan kalau uang2 pemain itu dipakai buat gaji kryawan dan juga memperkaya bandar2nya ini solusi buat yg msh bisa mikir aja kalau gk bisa ya solusinya cuma bunuh diri aja wkkwkwwkw,0
Bukannya gacor malah rungkad cik,bukannya gacor malah rungkad cik,1
