Comment,comment_cleaned,label
jadi selama ini yg suka neror influenser lain itu dari tni juga dong ?,jadi selama ini yg suka neror influenser lain itu dari tni juga dong,0
harus ada revolusi indonesia,harus ada revolusi indonesia,0
"Gw yakin beberapa tahun depan Indonesia bakal sepi sih gak ada Indonesia lagi, karena ya udah pindah semua orangnya sadar kalo pemerintah kita bobrok liat dah anak muda sekarang gak pengen kerja di indo karena gak adil bro semua di bungkam., apa yang terjadi selanjutnya? Ya gak ada dana masuk karena manusia di indo udah pindah la mau apa pemerintah.😂 perlahan ini udah kejadian anjay gak sadar",gw yakin beberapa tahun depan indonesia bakal sepi sih gak ada indonesia lagi karena ya udah pindah semua orangnya sadar kalo pemerintah kita bobrok liat dah anak muda sekarang gak pengen kerja di indo karena gak adil bro semua di bungkam apa yang terjadi selanjutnya ya gak ada dana masuk karena manusia di indo udah pindah la mau apa pemerintah perlahan ini udah kejadian anjay gak sadar,0
Bang kok masih idup,bang kok masih idup,0
SAHKAN UU PERAMPASAN ASSET DAN HUKUMAN MATI UNTUK KORUPTOR DAN KELUARGA KORUPTOR YANG MENIKMATI ALIRAN DANA KORUPSI ( ANAK ISTRI KELUARGA),sahkan uu perampasan asset dan hukuman mati untuk koruptor dan keluarga koruptor yang menikmati aliran dana korupsi anak istri keluarga,0
"Jadi ingat ""IKUT RUSUH, BUKAN PERUSUH.""",jadi ingat ikut rusuh bukan perusuh,0
Itu kmarin kayakna yg siram ibarat kayak mau kasih SP 1. Ngeri nya bsk bsk bisa di kill,itu kmarin kayakna yg siram ibarat kayak mau kasih sp 1 ngeri nya bsk bsk bisa di kill,0
Pernah denger seseorang ngomong punya intel dan aktifis/yg kritik bakalan di disiplinkan. Apakah berkaitan?,pernah denger seseorang ngomong punya intel dan aktifis yg kritik bakalan di disiplinkan apakah berkaitan,0
"Org bodoh akan mnjadi santapan org pintar! Sbg rakyat, qta semua hrsnya bnr2 paham pd makna kalimat bijak itu! 🙏",org bodoh akan mnjadi santapan org pintari sbg rakyat qta semua hrsnya bnr2 paham pd makna kalimat bijak itui,0
"Minimal itu yah pemimpin instansi mikir, mereka ud mencoreng nama instansi",minimal itu yah pemimpin instansi mikir mereka ud mencoreng nama instansi,0
"Bang kalau ngomong bibir nya emng bgtu? Atau biar dibilang keren ya?  Oia mending pake spasi Bang kalau ngomong jgn cepet"" gtu, biar jelas yg mendengarkan",bang kalau ngomong bibir nya emng bgtu atau biar dibilang keren ya oia mending pake spasi bang kalau ngomong jgn cepet gtu biar jelas yg mendengarkan,0
Hm... Sepertinya ini untuk menimbulkan perpecahan bang.... Karena jujur g ada keuntungan sama sekali untuk TNI ataupun pemerintah bang ...,hm sepertinya ini untuk menimbulkan perpecahan bang karena jujur g ada keuntungan sama sekali untuk tni ataupun pemerintah bang,0
SEKARANG SUDAH MEMASUKI REZIM ANTI KRITIK,sekarang sudah memasuki rezim anti kritik,0
bg klo ABG nanya buat apa hidup coba ABG pelajari agama Islam dari manhad shalafi,bg klo abg nanya buat apa hidup coba abg pelajari agama islam dari manhad shalafi,0
"Buka donasi buat andre yunus bang, sebagi bentuk dukungan masyarakat",buka donasi buat andre yunus bang sebagi bentuk dukungan masyarakat,0
Rakyat diserang oleh TNI.. PARAAAHH.. KACAAAUU negara Konoha 😢,rakyat diserang oleh tni paraaahh kacaaauu negara konoha,0
"TOLONG BIKIN PARTAI BIAR BS IKUT PEMILU, BIAR GA OMON2 JG",tolong bikin partai biar bs ikut pemilu biar ga omon2 jg,0
